RowNumber,EventClass,TextData,ApplicationName,NTUserName,LoginName,ClientProcessID,SPID,StartTime,CPU,Reads,Writes,Duration,EndTime,DatabaseID,DatabaseName,Error,EventSequence,GroupID,HostName,IsSystem,LoginSid,NTDomainName,RequestID,RowCounts,ServerName,SessionLoginName,TransactionID,XactSequence,BinaryData
473,12,delete top (1) from Telecom.dbo.telecom_users where InternetService='DSL',Python,NULL,temp8,9372,53,07:18.5,0,28,0,1021,07:18.5,7,Telecom,0,2440,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
474,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp8,9372,53,07:20.6,0,30,0,2009813,07:22.6,7,Telecom,2,2441,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
475,12,select * from CabRides.dbo.cab_rides,Python,NULL,temp8,9372,53,07:22.6,0,20,0,2005352,07:24.6,7,Telecom,2,2442,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
476,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Python,NULL,temp8,9372,53,07:24.6,0,36,0,1536,07:24.6,7,Telecom,0,2443,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
477,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp8,9372,53,07:26.6,0,14,0,2005847,07:28.6,7,Telecom,2,2444,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
478,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp8,9372,53,07:28.6,0,14,0,2003575,07:30.6,7,Telecom,2,2445,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
479,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp8,9372,53,07:30.6,0,63,0,1442,07:30.6,7,Telecom,0,2446,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
480,12,select * from CabRides.dbo.cab_rides,Python,NULL,temp8,9372,53,07:32.6,0,20,0,2029825,07:34.6,7,Telecom,2,2447,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
481,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp8,9372,53,07:34.6,0,28,0,2004848,07:36.6,6,Students,2,2448,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
482,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Python,NULL,temp8,9372,53,07:36.7,0,39,0,5938,07:36.7,6,Students,0,2449,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
483,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp8,9372,53,07:38.7,0,24,1,1134,07:38.7,6,Students,0,2450,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
484,12,use Weather select top 1000 * from weather where location='Fenway',Python,NULL,temp8,9372,53,07:40.7,0,52,0,2014978,07:42.7,8,Weather,2,2451,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
485,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp8,9372,53,07:42.7,0,28,0,2020460,07:44.7,6,Students,2,2452,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
486,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp8,9372,53,07:44.7,0,94,0,21929,07:44.7,6,Students,0,2453,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
487,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp8,9372,53,07:46.8,0,77,1,915,07:46.8,6,Students,0,2454,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
488,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp8,9372,53,07:48.8,0,63,0,1833,07:48.8,6,Students,0,2455,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
489,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp8,9372,53,07:50.8,0,78,0,2443,07:50.8,6,Students,0,2456,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
490,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Python,NULL,temp8,9372,53,07:52.8,0,35,0,1200,07:52.8,6,Students,0,2457,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
491,12,"insert into Weather.dbo.weather values (42.45, 'Fenway', 1, 1012.17, 0.1089, default, 0.96, 1.53)",Python,NULL,temp8,9372,53,07:54.8,0,20,0,2782,07:54.8,6,Students,0,2458,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
492,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Python,NULL,temp8,9372,53,07:56.8,0,2,0,268,07:56.8,6,Students,0,2459,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
493,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp8,9372,53,07:58.8,0,1,0,265,07:58.8,6,Students,0,2460,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
494,12,"insert into Weather.dbo.weather values (42.45, 'Fenway', 1, 1012.17, 0.1089, default, 0.96, 1.53)",Python,NULL,temp8,9372,53,08:00.8,0,2,1,90,08:00.8,6,Students,0,2461,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
495,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp8,9372,53,08:02.9,0,28,0,2014738,08:04.9,6,Students,2,2462,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,0,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
496,12,delete top (1) from Students.dbo.StudentsPerformance where gender='male',Python,NULL,temp8,9372,53,08:04.9,0,27,0,1035,08:04.9,6,Students,0,2463,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
497,12,delete top (1) from Telecom.dbo.telecom_users where InternetService='DSL',Python,NULL,temp8,9372,53,08:06.9,0,23,0,5447,08:06.9,6,Students,0,2464,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
498,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp8,9372,53,08:08.9,0,1,0,280,08:08.9,6,Students,0,2465,2,DESKTOP-7OQL1C2,NULL,0x3A68AD583E836F4780E8A281715D464C,NULL,0,1,DESKTOP-7OQL1C2,temp8,142272,2.28E+11,NULL
499,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Python,NULL,temp9,9372,73,08:11.0,0,115,0,1995358,08:13.0,5,CabRides,2,2466,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
500,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp9,9372,73,08:13.0,0,24,0,1885,08:13.0,5,CabRides,0,2467,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
501,12,select * from Telecom.dbo.telecom_users,Python,NULL,temp9,9372,73,08:15.0,0,20,0,2010663,08:17.0,5,CabRides,2,2468,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
502,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,08:17.0,0,30,0,2009272,08:19.0,7,Telecom,2,2469,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
503,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp9,9372,73,08:19.0,0,23,0,855,08:19.0,7,Telecom,0,2470,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
504,12,select * from Telecom.dbo.telecom_users,Python,NULL,temp9,9372,73,08:21.0,0,20,0,2009006,08:23.0,7,Telecom,2,2471,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
505,12,delete top (1) from Students.dbo.StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,08:23.0,0,28,0,1077,08:23.0,7,Telecom,0,2472,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
506,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp9,9372,73,08:25.0,0,5,0,225,08:25.0,7,Telecom,0,2473,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
507,12,delete top (1) from Telecom.dbo.telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,08:27.0,0,23,0,868,08:27.0,7,Telecom,0,2474,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
508,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,08:29.0,0,12,0,2020571,08:31.1,6,Students,2,2475,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
509,12,select * from Students.dbo.StudentsPerformance,Python,NULL,temp9,9372,73,08:31.1,0,21,0,2009547,08:33.1,6,Students,2,2476,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
510,12,"insert into CabRides.dbo.cab_rides values (0.44, 'Lyft', 1540000000000, 'North Station', 'Haymarket Square', 16.5, 1, 'e8bac1d1-6e83-4ebd-a0a9-bfcf9de1a86f', 'lyft_line', 'UberX')",Python,NULL,temp9,9372,73,08:33.1,0,1,1,350,08:33.1,6,Students,0,2477,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
511,12,select * from Students.dbo.StudentsPerformance,Python,NULL,temp9,9372,73,08:35.1,0,21,0,2010905,08:37.1,6,Students,2,2478,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
512,12,use Weather select top 1000 * from weather where location='Fenway',Python,NULL,temp9,9372,73,08:37.1,15,52,0,2016440,08:39.1,8,Weather,2,2479,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
513,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp9,9372,73,08:39.1,0,63,1,3056,08:39.1,8,Weather,0,2480,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
514,12,delete top (1) from Telecom.dbo.telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,08:41.1,0,23,0,3929,08:41.1,8,Weather,0,2481,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
515,12,use Weather select top 1000 * from weather where location='Fenway',Python,NULL,temp9,9372,73,08:43.2,0,52,0,2020320,08:45.2,8,Weather,2,2482,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
516,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp9,9372,73,08:45.2,16,96,1,20741,08:45.2,8,Weather,0,2483,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
517,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,08:47.2,0,30,0,2020120,08:49.2,7,Telecom,2,2484,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
518,12,select * from Students.dbo.StudentsPerformance,Python,NULL,temp9,9372,73,08:49.2,0,21,0,2010263,08:51.2,7,Telecom,2,2485,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
519,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp9,9372,73,08:51.2,0,63,0,6362,08:51.2,7,Telecom,0,2486,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
520,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,08:53.2,0,30,0,2010570,08:55.3,7,Telecom,2,2487,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
521,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp9,9372,73,08:55.3,0,1,0,1313,08:55.3,7,Telecom,0,2488,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
522,12,select * from Weather.dbo.weather,Python,NULL,temp9,9372,73,08:57.3,0,20,0,2010412,08:59.3,7,Telecom,2,2489,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
523,12,"insert into Students.dbo.StudentsPerformance values ('female', 'group B', 'bachelors degree', 'standard', 'completed', 72, 80, 94)",Python,NULL,temp9,9372,73,08:59.3,0,35,1,5472,08:59.3,7,Telecom,0,2490,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
524,12,select * from Weather.dbo.weather,Python,NULL,temp9,9372,73,09:01.3,0,6,0,2010067,09:03.3,7,Telecom,2,2491,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
525,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,09:03.3,0,28,0,2000074,09:05.3,6,Students,2,2492,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
526,12,use Weather select top 1000 * from weather where location='Fenway',Python,NULL,temp9,9372,73,09:05.3,0,36,0,2009742,09:07.3,8,Weather,2,2493,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
527,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp9,9372,73,09:07.3,0,79,0,909,09:07.3,8,Weather,0,2494,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
528,12,use CabRides select top 1000 * from cab_rides where name='Lyft',Python,NULL,temp9,9372,73,09:09.3,0,116,0,2011741,09:11.3,5,CabRides,2,2495,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
529,12,use Weather select top 1000 * from weather where location='Fenway',Python,NULL,temp9,9372,73,09:11.3,0,52,0,2002125,09:13.3,8,Weather,2,2496,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
530,12,select * from CabRides.dbo.cab_rides,Python,NULL,temp9,9372,73,09:13.3,0,20,0,2002156,09:15.3,8,Weather,2,2497,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
531,12,delete top (1) from CabRides.dbo.cab_rides where name='Lyft',Python,NULL,temp9,9372,73,09:15.3,0,78,0,900,09:15.3,8,Weather,0,2498,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
532,12,select * from Weather.dbo.weather,Python,NULL,temp9,9372,73,09:17.4,0,20,0,2020218,09:19.4,8,Weather,2,2499,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
533,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,09:19.4,0,14,0,2019877,09:21.4,7,Telecom,2,2500,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
534,12,delete top (1) from Telecom.dbo.telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,09:21.4,0,23,0,1936,09:21.4,7,Telecom,0,2501,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
535,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp9,9372,73,09:23.4,0,1,0,643,09:23.4,7,Telecom,0,2502,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
536,12,select * from Telecom.dbo.telecom_users,Python,NULL,temp9,9372,73,09:25.4,0,21,0,2019960,09:27.4,7,Telecom,2,2503,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
537,12,select * from Weather.dbo.weather,Python,NULL,temp9,9372,73,09:27.4,0,6,0,2000186,09:29.4,7,Telecom,2,2504,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
538,12,select * from Telecom.dbo.telecom_users,Python,NULL,temp9,9372,73,09:29.4,0,7,0,2019473,09:31.4,7,Telecom,2,2505,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
539,12,select * from Students.dbo.StudentsPerformance,Python,NULL,temp9,9372,73,09:31.4,0,7,0,2009951,09:33.4,7,Telecom,2,2506,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
540,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp9,9372,73,09:33.4,0,25,1,1731,09:33.4,7,Telecom,0,2507,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
541,12,use Telecom select top 1000 * from telecom_users where InternetService='DSL',Python,NULL,temp9,9372,73,09:35.5,0,14,0,2010582,09:37.5,7,Telecom,2,2508,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
542,12,delete top (1) from Weather.dbo.weather where location='Fenway',Python,NULL,temp9,9372,73,09:37.5,0,10,1,1148,09:37.5,7,Telecom,0,2509,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
543,12,delete top (1) from Students.dbo.StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,09:39.5,0,27,0,1042,09:39.5,7,Telecom,0,2510,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
544,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,09:41.5,0,29,0,2020094,09:43.5,6,Students,2,2511,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
545,12,use Students select top 1000 * from StudentsPerformance where gender='male',Python,NULL,temp9,9372,73,09:43.5,0,29,0,2019778,09:45.5,6,Students,2,2512,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,0,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
546,12,"insert into Weather.dbo.weather values (42.45, 'Fenway', 1, 1012.17, 0.1089, default, 0.96, 1.53)",Python,NULL,temp9,9372,73,09:45.5,0,20,1,1277,09:45.5,6,Students,0,2513,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
547,12,"insert into Weather.dbo.weather values (42.45, 'Fenway', 1, 1012.17, 0.1089, default, 0.96, 1.53)",Python,NULL,temp9,9372,73,09:47.5,0,1,0,197,09:47.5,6,Students,0,2514,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
548,12,"insert into Telecom.dbo.telecom_users values (6780, '7010-BRBUU', 'Male', 0, 'Yes', 'No', 75, 'Yes', 'No', 'DSL', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Two Year', 'Yes', 'Credit card', 24.2, 3370.2, 'No')",Python,NULL,temp9,9372,73,09:49.6,0,63,0,3458,09:49.6,6,Students,0,2515,2,DESKTOP-7OQL1C2,NULL,0x305480097A101244936E6B1E1A88A5CA,NULL,0,1,DESKTOP-7OQL1C2,temp9,143635,3.14E+11,NULL
